Name,Price,Model_Year,Mileage,Registered ,Engine_Type,Transmission,Assembly,Body_Type,Color,Engine_Capacity,Anti_lock_Braking_System,Air_Bags,Air_conditioning,Alloy_Rims,Climate_Control,Toolbox,Cruise_Control,Front_Camera,Heated_Seats,KeyLess_Entry,Navigation_System,Power_Locks,Power_Mirrors,Power_Steering,Power_Windows,Rear_AC_Vents,Rear_Camera,Rear_seat_Entertainment,Rear_Speakers,Steering_Switches,Sun_Roof
Honda City 1.3 i-VTEC  ,2050000,2017,49000,1,Petrol,0,0,Sedan,Assembly,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2190000,2018,31000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1725000,2011,79000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2300000,2019,18000,1,Petrol,0,0,Sedan,White,1300,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2430000,2019,6000,1,Petrol,0,0,Sedan,Maroon,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2170000,2018,52000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2180000,2018,29800,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2280000,2018,50000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2350000,2019,21000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1540000,2011,100000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2050000,2018,28072,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1800000,2014,70000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1900000,2016,175000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1725000,2014,62000,1,Petrol,0,0,Sedan,Bronze,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2390000,2019,12000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1500000,2010,100000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2190000,2018,18000,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2350000,2019,27000,1,Petrol,0,0,Sedan,White,1300,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1890000,2015,56200,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2100000,2017,43000,1,Petrol,0,0,Sedan,White,1300,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1700000,2013,99000,1,Petrol,0,0,Sedan,White,1300,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2000000,2015,137000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1500000,2010,111600,1,Petrol,0,0,Sedan,White,1300,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1650000,2013,145000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1700000,2011,81000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1850000,2013,71000,1,Petrol,0,0,Sedan,White,1300,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2250000,2019,44000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2451000,2019,5000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,2,0,0
Honda City 1.3 i-VTEC  ,2125000,2016,45000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2500000,2019,20000,1,Petrol,0,0,Sedan,White,1300,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2000000,2016,40000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1725000,2015,59000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1625000,2012,167000,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1830000,2013,97000,1,Petrol,0,0,Sedan,White,1300,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1785000,2013,75000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2290000,2018,32000,1,Petrol,0,1,Sedan,Silver,1300,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2580000,2019,13000,1,Petrol,0,1,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2000000,2015,60000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2270000,2018,38000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1775000,2013,95000,1,Petrol,0,0,Sedan,Gold,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1850000,2015,43000,1,Petrol,0,0,Sedan,White,1300,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda City 1.3 i-VTEC  ,2190000,2017,36000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2430000,2019,17000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1750000,2013,31000,1,Petrol,0,0,Sedan,Black,1300,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda City 1.3 i-VTEC  ,1820000,2015,70000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2350000,2019,13151,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1980000,2014,85000,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,2,0,0
Honda City 1.3 i-VTEC  ,1950000,2016,54000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2300000,2019,35000,1,Petrol,0,0,Sedan,Maroon,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2250000,2019,15000,0,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2320000,2019,13000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1660000,2014,96000,1,Petrol,0,0,Sedan,Red,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1800000,2015,107000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1765000,2013,75300,1,Petrol,0,0,Sedan,White,1300,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1740000,2014,100000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2095000,2015,140000,1,Petrol,0,0,Sedan,White,1300,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1575000,2012,104923,1,Petrol,0,0,Sedan,Maroon,1300,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1785000,2015,140000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1500000,2011,104062,1,Petrol,0,0,Sedan,Red,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2175000,2018,70000,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1625000,2014,79000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2200000,2018,29200,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1875000,2016,94000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2325000,2019,13000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1910000,2015,74500,1,Petrol,0,1,Sedan,White,1300,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1825000,2015,76000,1,Petrol,0,0,Sedan,Silver,1300,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1625000,2011,68000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2195000,2018,36400,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1740000,2015,83000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1950000,2016,59000,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2175000,2017,20000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2225000,2018,21000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1610000,2013,97000,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1800000,2013,53000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2100000,2017,65000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2300000,2019,12000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2325000,2019,17800,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2130000,2017,29500,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2300000,2019,15000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2250000,2018,24000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2080000,2017,80000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1440000,2011,140000,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2050000,2016,88000,1,Petrol,0,0,Sedan,Gold,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2350000,2018,12651,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1995000,2015,130000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Honda City 1.3 i-VTEC  ,1600000,2012,75000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1550000,2011,182000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1840000,2014,123457,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1950000,2016,61000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2250000,2018,20000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1370000,2009,94000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2250000,2018,35000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2215000,2018,90000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1640000,2012,76000,1,Petrol,0,0,Sedan,Grey,1300,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda City 1.3 i-VTEC  ,1650000,2014,87870,1,Petrol,0,0,Sedan,Assembly,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,,2016,65000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,,2016,55000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1640000,2010,76000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1650000,2014,90125,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2175000,2017,30000,1,Petrol,0,0,Sedan,White,1300,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2175000,2017,20000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2450000,2019,18000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2600000,2019,13000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2250000,2019,5300,0,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2295000,2019,24000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1875000,2012,130000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1705000,2013,120000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1815000,2015,85000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2250000,2018,16000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2270000,2018,25000,1,Petrol,0,0,Sedan,Maroon,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1970000,2016,37000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1850000,2015,80000,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1850000,2015,62500,1,Petrol,0,0,Sedan,Gold,1300,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1940000,2016,49000,1,Petrol,0,0,Sedan,Brown,1300,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2150000,2017,28950,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1785000,2015,90000,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2200000,2018,41000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1910000,2015,60000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1760000,2014,77000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1950000,2016,87000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2050000,2016,58000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0
Honda City 1.3 i-VTEC  ,2360000,2019,13500,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1650000,2010,102000,1,Petrol,1,0,Sedan,Black,1300,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2000000,2016,50000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1400000,2010,85000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1875000,2016,51000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1720000,2013,100000,1,Petrol,0,0,Sedan,Gold,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1960000,2017,65000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2250000,2018,29000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2230000,2018,12800,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2250000,2018,33000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2140000,2017,41200,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2150000,2017,41000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1800000,2017,65000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2225000,2018,9200,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2200000,2017,25012,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2100000,2017,50000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1820000,2016,107820,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2420000,2019,13000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,2,0,0
Honda City 1.3 i-VTEC  ,1700000,2014,121276,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2400000,2019,3724,1,Petrol,0,0,Sedan,Unlisted,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1600000,2011,131000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1695000,2014,130000,1,Petrol,0,0,Sedan,Grey,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2290000,2018,56000,1,Petrol,0,0,Sedan,White,1300,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,1750000,2014,128000,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2400000,2019,6500,1,Petrol,0,0,Sedan,Black,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2450000,2019,12000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2350000,2018,10000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2475000,2019,8000,1,Petrol,0,0,Sedan,White,1300,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda City 1.3 i-VTEC  ,2375000,2019,24000,1,Petrol,0,0,Sedan,Silver,1300,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
