Name,Price,Model_Year,Mileage,Registered ,Engine_Type,Transmission,Assembly,Body_Type,Color,Engine_Capacity,Anti_lock_Braking_System,Air_Bags,Air_conditioning,Alloy_Rims,Climate_Control,Toolbox,Cruise_Control,Front_Camera,Heated_Seats,KeyLess_Entry,Navigation_System,Power_Locks,Power_Mirrors,Power_Steering,Power_Windows,Rear_AC_Vents,Rear_Camera,Rear_seat_Entertainment,Rear_Speakers,Steering_Switches,Sun_Roof
Honda A ord  ,1675000,2006,79018,1,Petrol,1,1,,Silver,2400,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda A ord  ,980000,2006,81000,1,Petrol,1,1,,White,1800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord  ,850000,1994,120000,1,Petrol,1,1,,Blue,2000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord  ,1660000,2003,115000,1,Petrol,1,1,,White,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Honda A ord  ,1450000,2003,139000,1,Petrol,1,1,,Silver,2400,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda A ord  ,2000000,2006,200000,1,Petrol,1,1,,Black,2400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord  ,1500000,2007,180000,1,Petrol,1,1,,Grey,2000,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Honda A ord  ,1250000,2003,170000,1,Petrol,1,1,,Silver,1800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord  ,3800000,2012,53505,1,Petrol,1,1,,Black,2400,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord  ,1675000,2006,74000,1,Petrol,1,1,,Black,2500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord  ,6000000,2014,46500,0,Petrol,1,1,,Silver,2000,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord  ,5900000,2014,46200,0,Petrol,1,1,,Gold,2000,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord  ,700000,1991,200000,1,Petrol,0,1,,Green,2000,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord  ,150000,1990,300000,1,Diesel,0,1,,Silver,1300,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord  ,2050000,2005,170000,1,Petrol,1,1,,Silver,2400,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord  ,600000,1994,200000,1,,1,1,,Blue,1500,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Honda A ord  ,1650000,2002,135000,1,Petrol,1,1,,Silver,2000,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord  ,6050000,2014,47000,0,Hybrid,1,1,,Gold,2000,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,2,1,1
Honda A ord  ,6100000,2014,50000,0,Hybrid,1,1,,Silver,2000,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1
Honda A ord  ,2250000,2007,65000,1,Petrol,1,1,,Grey,2400,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda A ord 1.5L VTEC Turbo  ,,2019,4000,1,Petrol,1,1,Sedan,Silver,1500,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord 2.4IL  ,2200000,2007,80000,1,Petrol,1,1,Sedan,Silver,2400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord 24TL  ,3900000,2012,72000,1,Petrol,1,0,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord 24TL  ,4500000,2012,120000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord 24TL  ,3000000,2010,100000,1,Petrol,1,0,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord 24TL Sports Style  ,2600000,2008,116000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord 24TL Sports Style  ,3100000,2008,77000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord 24TL Sports Style  ,4600000,2012,40000,1,Petrol,1,0,Sedan,White,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord CF3  ,800000,1998,153000,1,Petrol,1,1,Sedan,Black,1800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CF3  ,935000,2000,127000,1,Petrol,1,1,Sedan,Black,1800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CF3  ,965000,2001,129000,1,Petrol,1,1,Sedan,White,1800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CF3  ,1000000,2000,100073,1,Petrol,1,1,Sedan,White,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CF3  ,1310000,2002,120000,1,Petrol,1,1,Sedan,White,1900,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0
Honda A ord CF3  ,885000,1999,180000,1,Petrol,1,1,Sedan,Silver,1900,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CF3  ,1000000,2002,72000,1,Petrol,1,1,Sedan,Silver,1900,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0
Honda A ord CF3  ,1250000,2001,123456,1,Petrol,1,1,Sedan,Black,1900,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CF3  ,850000,2002,150000,1,Petrol,1,1,Sedan,Black,1900,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CF3  ,1700000,2001,123000,1,Petrol,1,1,Sedan,Silver,2000,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
Honda A ord CF3  ,1150000,2002,100000,1,Petrol,1,1,Sedan,Silver,2300,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CF3  ,1350000,2001,170000,1,Petrol,1,1,Sedan,Silver,2300,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda A ord CF3  ,1000000,2001,150000,1,Petrol,1,1,Sedan,White,1900,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1850000,2002,80000,1,Petrol,1,1,Sedan,White,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1650000,2007,95000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1150000,2004,100000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1745000,2005,164000,1,Petrol,1,1,Sedan,White,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1470000,2004,162003,1,Petrol,1,1,Sedan,White,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1375000,2004,163391,1,Petrol,1,1,Sedan,White,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,,2003,87000,1,Petrol,1,1,Sedan,Black,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,2000000,2003,120000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1800000,2003,170000,1,Petrol,1,1,Sedan,White,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1550000,2004,115000,1,Petrol,1,1,Sedan,Black,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1450000,2002,180000,1,Petrol,1,1,Sedan,Grey,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,2075000,2013,87000,1,Petrol,1,1,Sedan,Assembly,2000,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1440000,2005,140000,1,Petrol,1,1,Sedan,Black,2000,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1700000,2004,152802,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1630000,2003,132000,1,Petrol,1,1,Sedan,White,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Honda A ord CL7  ,1650000,2003,185000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1
Honda A ord CL7  ,1600000,2004,147000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1450000,2013,200000,1,Petrol,1,0,Sedan,Grey,2400,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Honda A ord CL7  ,1300000,2003,270000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1625000,2003,152000,1,Petrol,1,1,Sedan,White,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1500000,2004,75000,1,Petrol,1,1,Sedan,Black,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1475000,2003,102000,1,Petrol,1,1,Sedan,Grey,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1100000,2003,95000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1550000,2004,150000,1,Petrol,1,1,Sedan,Navy,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1395000,2004,107000,1,Petrol,1,1,Sedan,Black,2000,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1400000,2003,170000,1,Petrol,1,1,Sedan,White,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1300000,2004,160000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1550000,2007,172000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1450000,2007,139000,1,Petrol,1,1,Sedan,Silver,2000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord CL7  ,1275000,2002,100000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1150000,2004,130000,1,Petrol,1,1,Sedan,Black,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1700000,2003,91000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Honda A ord CL7  ,1625000,2004,150000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1875000,2005,180000,1,Petrol,1,1,Sedan,Blue,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1950000,2005,124000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1100000,2003,150000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1450000,2004,162000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1350000,2003,111000,1,Petrol,1,1,Sedan,Black,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,1250000,2002,103000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL7  ,,2003,177800,1,Petrol,1,1,Sedan,Black,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL8  ,,2003,178000,1,Petrol,1,1,Sedan,Black,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL8  ,1000000,2002,145000,1,Petrol,1,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1725000,2002,106500,1,Petrol,1,1,Sedan,White,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,2400000,2003,123000,1,Petrol,1,1,Sedan,White,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1550000,2002,209000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1400000,2006,195000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1525000,2003,102500,1,Petrol,1,1,Sedan,White,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1630000,2003,165200,1,Petrol,1,1,Sedan,Grey,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1590000,2008,128000,1,Petrol,1,1,Sedan,White,2400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord CL9  ,1600000,2005,71000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1550000,2003,112000,1,Petrol,1,1,Sedan,White,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1500000,2003,190000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,2000000,2004,67000,1,Petrol,1,1,Sedan,Grey,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord CL9  ,1700000,2003,85000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1800000,2004,100000,0,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1650000,2004,120000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord CL9  ,1500000,2003,158000,1,Petrol,1,1,Sedan,Grey,2400,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,2,1,0
Honda A ord CL9  ,1800000,2003,128000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,2000000,2003,100000,1,Petrol,1,1,Sedan,White,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1775000,2005,173000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord CL9  ,1650000,2003,118000,1,Petrol,1,1,Sedan,Grey,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1450000,2003,99999,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
Honda A ord CL9  ,2085000,2004,145000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1
Honda A ord CL9  ,1500000,2003,126000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1350000,2003,165820,1,Petrol,1,1,Sedan,White,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1380000,2003,150000,1,Petrol,1,1,Sedan,White,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1360000,2003,130000,1,Petrol,1,1,Sedan,Blue,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1500000,2002,106000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1475000,2003,75000,1,Petrol,1,1,Sedan,Assembly,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1800000,2004,266629,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Honda A ord CL9  ,1450000,2003,118000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2,1,0
Honda A ord CL9  ,,2003,80000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1550000,2005,130000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1530000,2005,110000,1,Petrol,1,1,Sedan,Grey,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1580000,2003,170000,1,Petrol,1,1,Sedan,White,2400,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1900000,2003,105000,1,Petrol,1,1,Sedan,Assembly,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1700000,2004,100000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1700000,2005,170000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1550000,2007,168779,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,2,1,0
Honda A ord CL9  ,1700000,2003,68000,1,Petrol,1,1,Sedan,Grey,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1500000,2004,100000,1,Petrol,1,1,Sedan,Blue,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1575000,2007,215000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,2,1,0
Honda A ord CL9  ,1625000,2002,127890,1,Petrol,1,1,Sedan,Grey,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1750000,2002,120000,1,Petrol,1,1,Sedan,Navy,2400,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1500000,2003,120000,1,Petrol,1,1,Sedan,Indigo,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1655000,2005,200000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1300000,2004,80000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1575000,2006,92000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1500000,2004,150000,1,Petrol,1,1,Sedan,Grey,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,920000,2003,120000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,2050000,2004,178000,1,Petrol,1,1,Sedan,Grey,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Honda A ord CL9  ,1500000,2004,200000,1,Petrol,1,1,Sedan,Green,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1925000,2003,98000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1800000,2004,134000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1350000,2002,196000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1750000,2003,145000,1,Petrol,1,1,Sedan,White,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1800000,2002,190000,1,Petrol,1,1,Sedan,Black,2400,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1650000,2005,110000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord CL9  ,1700000,2003,145000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord Euro R  ,1680000,2004,150000,1,Petrol,0,1,Sedan,White,2000,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,0
Honda A ord Euro R  ,1700000,2004,170000,1,Petrol,0,1,Sedan,Silver,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord Euro R  ,3350000,2006,56000,1,Petrol,0,1,Sedan,Black,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord Euro R  ,1795000,2003,89000,1,Petrol,0,1,Sedan,Red,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,1,0
Honda A ord EX  ,600000,1991,123456,1,Petrol,1,1,Sedan,Maroon,1000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord EX  ,1100000,1997,95000,1,Petrol,1,1,Sedan,White,1900,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord EX  ,850000,1995,150000,1,Petrol,1,1,Sedan,Green,2000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord EX  ,800000,1994,140000,1,Petrol,0,1,Sedan,Silver,1800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord EX  ,830000,1995,130633,1,Petrol,1,1,Sedan,Black,1800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord EX  ,700000,1996,150000,1,,1,1,Sedan,Silver,1800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord Hybrid  ,6500000,2013,27800,1,Hybrid,1,1,Sedan,Black,2000,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda A ord Hybrid  ,6000000,2013,82500,1,Hybrid,1,1,Sedan,Silver,2000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honda A ord Tourer  ,3850000,2012,59500,1,Petrol,1,1,,Black,2000,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord Type S  ,4200000,2012,71000,1,Petrol,1,0,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord Type S  ,1785000,2003,87000,1,Petrol,1,1,Sedan,White,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord Type S  ,1600000,2006,87000,1,Petrol,1,1,Sedan,Silver,2400,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Honda A ord Type S  ,1590000,2003,88550,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Honda A ord Type S  ,2290000,2006,144000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,2,1,0
Honda A ord Type S  ,895000,1993,275000,1,Petrol,1,1,Sedan,Black,2000,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Honda A ord Type S  ,1600000,2003,130000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Honda A ord Type S Advance Package  ,3350000,2008,95000,1,Petrol,1,1,Sedan,Black,2400,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
